geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
454	GO:0030031	cell projection assembly	http://amigo.geneontology.org/amigo/term/GO:0030031	386	62	38.9614588467225	1.59131618361399	0.000134128623477947	0.00206644631822688	688;857;1809;1901;1951;1969;2013;2150;2241;2316;2934;3383;3688;3797;3911;4134;4628;4638;4851;4957;5154;5376;5912;6103;6624;6714;7043;7414;7846;8829;8874;9353;9448;9662;9696;10013;10677;11135;22873;22897;23380;25981;26052;26140;27031;30845;50807;54434;54961;55704;55742;55785;57381;57489;58480;79734;81565;84687;116840;148170;225689;375790	AGRN;ARHGEF7;ASAP1;AVIL;CAV1;CCDC88A;CDC42EP1;CDC42EP5;CELSR3;CEP135;CEP164;CNTROB;CROCC;DNAH1;DNM3;DPYSL3;DZIP1;EHD3;EMP2;EPHA2;F2RL1;FER;FGD6;FLNA;FSCN1;GSN;HDAC6;ICAM1;ITGB1;KCTD17;KIF3C;KLF5;LAMA5;MAP4;MAP4K4;MAPK15;MYH10;MYLK;NDEL1;NOTCH1;NPHP3;NRP1;ODF2;ODF2L;PARVA;PDGFA;PMP22;PPP1R9B;RAP2B;RHOJ;RHOU;RPGR;S1PR1;SLIT2;SRC;SRGAP2;SSH1;SSH3;TGFB3;TTLL3;TUBA1A;VCL	geneontology_Biological_Process
455	GO:0007519	skeletal muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0007519	127	27	12.818925579103	2.10626076525591	0.000134331786805775	0.00206644631822688	406;467;607;688;857;905;1634;1655;2353;4223;4851;6495;6497;6840;7026;7040;7291;7832;8837;8910;9242;10521;23764;26471;26508;28514;64321	ARNTL;ATF3;BCL9;BTG2;CAV1;CCNT2;CFLAR;DCN;DDX17;DDX5;DLL1;FOS;HEYL;KLF5;MAFF;MEOX2;MSC;NOTCH1;NR2F2;NUPR1;SGCE;SIX1;SKI;SOX17;SVIL;TGFB1;TWIST1	geneontology_Biological_Process
456	GO:0048661	positive regulation of smooth muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0048661	76	19	7.67116806308526	2.476806640625	0.000143971525458086	0.0022087338905643	652;1839;1901;1906;2771;3488;3569;3570;3673;4217;4313;4854;5159;5743;7052;7057;8013;9510;27086	ADAMTS1;BMP4;EDN1;FOXP1;GNAI2;HBEGF;IGFBP5;IL6;IL6R;ITGA2;MAP3K5;MMP2;NOTCH3;NR4A3;PDGFRB;PTGS2;S1PR1;TGM2;THBS1	geneontology_Biological_Process
457	GO:0001933	negative regulation of protein phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0001933	325	54	32.8043371118778	1.64612379807692	0.000149278193682267	0.00228395636333869	284;348;467;652;857;1028;1030;1756;1843;1846;1847;1848;1849;1942;2122;2150;2192;2776;3082;3480;3976;4092;4609;4908;5997;6423;7026;7040;7070;7128;7291;8692;9021;9314;9353;9647;9770;10253;11117;11213;11329;28951;54206;54625;55450;55861;55885;56937;64780;80149;138429;140885;153090;200734	ANGPT1;APOE;ATF3;BMP4;CAMK2N1;CAV1;CDKN1C;CDKN2B;DAB2IP;DBNDD2;DMD;DUSP1;DUSP4;DUSP5;DUSP6;DUSP7;EFNA1;EMILIN1;ERRFI1;F2RL1;FBLN1;GNAQ;HGF;HYAL2;IGF1R;IRAK3;KLF4;LIF;LMO3;MECOM;MICAL1;MYC;NR2F2;NTF3;PARP14;PIP5KL1;PMEPA1;PPM1F;RASSF2;RGS2;SFRP2;SIRPA;SLIT2;SMAD7;SOCS3;SPRED2;SPRY2;STK38;TGFB1;THY1;TNFAIP3;TRIB2;TWIST1;ZC3H12A	geneontology_Biological_Process
458	GO:0021561	facial nerve development	http://amigo.geneontology.org/amigo/term/GO:0021561	10	6	1.00936421882701	5.9443359375	0.000153077346741526	0.00231703438476946	3212;6405;6495;8828;8829;55558	HOXB2;NRP1;NRP2;PLXNA3;SEMA3F;SIX1	geneontology_Biological_Process
459	GO:0021610	facial nerve morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0021610	10	6	1.00936421882701	5.9443359375	0.000153077346741526	0.00231703438476946	3212;6405;6495;8828;8829;55558	HOXB2;NRP1;NRP2;PLXNA3;SEMA3F;SIX1	geneontology_Biological_Process
460	GO:0060707	trophoblast giant cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0060707	10	6	1.00936421882701	5.9443359375	0.000153077346741526	0.00231703438476946	639;3976;4188;6615;7026;9021	LIF;MDFI;NR2F2;PRDM1;SNAI1;SOCS3	geneontology_Biological_Process
461	GO:0070208	protein heterotrimerization	http://amigo.geneontology.org/amigo/term/GO:0070208	10	6	1.00936421882701	5.9443359375	0.000153077346741526	0.00231703438476946	1277;1278;1291;1292;58525;114897	C1QTNF1;COL1A1;COL1A2;COL6A1;COL6A2;WIZ	geneontology_Biological_Process
462	GO:0050927	positive regulation of positive chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050927	22	9	2.22060128141942	4.05295632102273	0.000154668787053502	0.00232867022210074	177;1901;2150;2152;3673;4088;4908;6387;7857	AGER;CXCL12;F2RL1;F3;ITGA2;NTF3;S1PR1;SCG2;SMAD3	geneontology_Biological_Process
463	GO:0010614	negative regulation of cardiac muscle hypertrophy	http://amigo.geneontology.org/amigo/term/GO:0010614	22	9	2.22060128141942	4.05295632102273	0.000154668787053502	0.00232867022210074	493;3720;4000;4088;4851;5997;7132;7133;54206	ATP2B4;ERRFI1;JARID2;LMNA;NOTCH1;RGS2;SMAD3;TNFRSF1A;TNFRSF1B	geneontology_Biological_Process
464	GO:1901652	response to peptide	http://amigo.geneontology.org/amigo/term/GO:1901652	420	66	42.3932971907344	1.55684988839286	0.000158858449419652	0.00238353751837767	109;112;113;177;182;301;677;688;782;790;837;857;958;1036;1277;1537;1759;1906;2043;2200;2241;2309;2549;2771;2805;3164;3383;3480;3481;3488;3625;3727;4035;4851;4929;5021;5350;5743;5791;6387;6464;6678;6714;7010;7040;7076;7128;7431;7832;8013;8473;8837;9021;9181;9314;9475;10392;10580;11031;22861;23621;54206;54741;55023;81565;196883	ADCY3;ADCY4;ADCY6;ADCY7;AGER;ANXA1;ARHGEF2;BACE1;BTG2;CACNB1;CAD;CASP4;CAV1;CD40;CDO1;CFLAR;COL1A1;CXCL12;CYC1;DNM1;EDN1;EPHA4;ERRFI1;FBN1;FER;FOXO3;GAB1;GNAI2;GOT1;ICAM1;IGF1R;IGF2;IGFBP5;INHBB;JAG1;JUND;KLF4;KLF5;LEPROT;LRP1;NDEL1;NLRP1;NOD1;NOTCH1;NR4A1;NR4A2;NR4A3;OGT;OXTR;PHIP;PLN;PTGS2;PTPRE;RAB31;ROCK2;SHC1;SOCS3;SORBS1;SPARC;SRC;TEK;TGFB1;TIMP1;TNFAIP3;VIM;ZFP36L1	geneontology_Biological_Process
465	GO:0071900	regulation of protein serine/threonine kinase activity	http://amigo.geneontology.org/amigo/term/GO:0071900	444	69	44.8157713159192	1.53963656038851	0.000159155128413135	0.00238353751837767	150;177;348;493;595;652;857;905;958;1028;1030;1843;1846;1847;1848;1849;1906;2043;2064;2149;2246;3082;3357;3480;3481;3656;4214;4215;4217;4486;4908;5154;5159;5310;5997;6091;6423;6464;6714;7026;7040;7043;7057;7070;7074;7128;7786;8091;8654;8682;8692;8817;9020;9839;10253;10392;11183;11213;11214;11329;23162;28951;29969;50507;57018;57498;81669;153090;200734	ADRA2A;AGER;AKAP13;APOE;ATP2B4;BMP4;CAV1;CCND1;CCNL1;CCNL2;CCNT2;CD40;CDKN1C;CDKN2B;DAB2IP;DUSP1;DUSP4;DUSP5;DUSP6;DUSP7;EDN1;EPHA4;ERBB2;F2R;FGF1;FGF18;HGF;HMGA2;HTR2B;HYAL2;IGF1R;IGF2;IRAK2;IRAK3;KIDINS220;MAP3K1;MAP3K12;MAP3K14;MAP3K3;MAP3K5;MAP4K5;MAPK8IP3;MDFIC;MST1R;NOD1;NOX4;NR2F2;NTF3;PDE5A;PDGFA;PDGFRB;PEA15;PKD1;RGS2;ROBO1;SFRP2;SHC1;SPRED2;SPRY2;SRC;STK38;TGFB1;TGFB3;THBS1;THY1;TIAM1;TNFAIP3;TRIB2;ZEB2	geneontology_Biological_Process
466	GO:0048706	embryonic skeletal system development	http://amigo.geneontology.org/amigo/term/GO:0048706	89	21	8.98334154756038	2.33766020014045	0.000159702145303697	0.0023854191149452	652;860;1277;1745;2131;3199;3200;3212;3213;3214;4088;4188;4323;5156;5396;6495;6935;7043;7291;56243;130497	BMP4;COL1A1;DLX1;EXT1;HOXA2;HOXA3;HOXB2;HOXB3;HOXB4;KIAA1217;MDFI;MMP14;OSR1;PDGFRA;PRRX1;RUNX2;SIX1;SMAD3;TGFB3;TWIST1;ZEB1	geneontology_Biological_Process
467	GO:0032835	glomerulus development	http://amigo.geneontology.org/amigo/term/GO:0032835	53	15	5.34963035978314	2.80393204599057	0.000162278565085994	0.00241752357092582	59;182;284;652;2296;4811;4851;4854;5154;5156;5159;7010;8837;26508;130497	ACTA2;ANGPT1;BMP4;CFLAR;FOXC1;HEYL;JAG1;NID1;NOTCH1;NOTCH3;OSR1;PDGFA;PDGFRA;PDGFRB;TEK	geneontology_Biological_Process
468	GO:0001654	eye development	http://amigo.geneontology.org/amigo/term/GO:0001654	265	46	26.7481517989157	1.71974498820755	0.000163001445872002	0.00242191912094856	182;362;493;639;652;659;775;1028;1282;1289;1290;1295;1296;1745;1969;2200;2296;3624;4088;4237;4628;5156;5159;5176;5764;5797;5914;5916;6497;6498;6935;7040;7070;7291;7431;7472;8829;9314;9839;10765;10848;28514;57030;57381;91851;221935	AQP5;ATP2B4;BMP4;BMPR2;CACNA1C;CDKN1C;CHRDL1;COL4A1;COL5A1;COL5A2;COL8A1;COL8A2;DLL1;DLX1;EPHA2;FBN1;FOXC1;INHBA;JAG1;KDM5B;KLF4;MFAP2;MYH10;NRP1;PDGFRA;PDGFRB;PPP1R13L;PRDM1;PTN;PTPRM;RARA;RARG;RHOJ;SDK1;SERPINF1;SKI;SKIL;SLC17A7;SMAD3;TGFB1;THY1;TWIST1;VIM;WNT2;ZEB1;ZEB2	geneontology_Biological_Process
469	GO:0035272	exocrine system development	http://amigo.geneontology.org/amigo/term/GO:0035272	42	13	4.23932971907344	3.06652250744048	0.000163652768720768	0.00242523121394834	2296;3082;3481;3911;5154;5361;7040;7043;7052;8829;10512;23129;59277	FOXC1;HGF;IGF2;LAMA5;NRP1;NTN4;PDGFA;PLXNA1;PLXND1;SEMA3C;TGFB1;TGFB3;TGM2	geneontology_Biological_Process
470	GO:0043010	camera-type eye development	http://amigo.geneontology.org/amigo/term/GO:0043010	228	41	23.0135041892558	1.78156267132675	0.000167493735976132	0.00247516763563195	182;362;493;652;659;775;1028;1282;1295;1296;1745;1969;2200;2296;3624;4088;4628;5156;5159;5176;5764;5797;5914;5916;6497;6498;6935;7040;7070;7291;7431;7472;8829;9314;9839;10765;10848;28514;57030;57381;221935	AQP5;ATP2B4;BMP4;BMPR2;CACNA1C;CDKN1C;COL4A1;COL8A1;COL8A2;DLL1;DLX1;EPHA2;FBN1;FOXC1;INHBA;JAG1;KDM5B;KLF4;MYH10;NRP1;PDGFRA;PDGFRB;PPP1R13L;PTN;PTPRM;RARA;RARG;RHOJ;SDK1;SERPINF1;SKI;SKIL;SLC17A7;SMAD3;TGFB1;THY1;TWIST1;VIM;WNT2;ZEB1;ZEB2	geneontology_Biological_Process
471	GO:0033674	positive regulation of kinase activity	http://amigo.geneontology.org/amigo/term/GO:0033674	477	73	48.1466732380483	1.51620029153564	0.00016789690374186	0.00247516763563195	150;177;284;493;595;627;652;905;958;994;1191;1742;1847;1848;1849;1906;1942;2013;2043;2064;2149;2246;2261;3082;3357;3481;3570;3656;4214;4215;4217;4486;4739;4908;5154;5156;5159;5310;6091;6385;6453;6464;6714;7010;7040;7043;7057;7074;7786;8091;8525;8543;8654;8682;8795;8817;9020;9448;9770;9839;10253;10392;10892;11183;11214;23162;29775;29969;50507;55704;57498;153090;253260	ADRA2A;AGER;AKAP13;ANGPT1;ATP2B4;BDNF;BMP4;CARD10;CCDC88A;CCND1;CCNT2;CD40;CDC25B;CLU;DAB2IP;DGKZ;DLG4;DUSP5;DUSP6;DUSP7;EDN1;EFNA1;EMP2;EPHA4;ERBB2;F2R;FGF1;FGF18;FGFR3;HGF;HMGA2;HTR2B;IGF2;IL6R;IRAK2;ITSN1;KIDINS220;LMO4;MALT1;MAP3K1;MAP3K12;MAP3K14;MAP3K3;MAP3K5;MAP4K4;MAP4K5;MAPK8IP3;MDFIC;MST1R;NEDD9;NOD1;NOX4;NTF3;PDE5A;PDGFA;PDGFRA;PDGFRB;PEA15;PKD1;RASSF2;RICTOR;ROBO1;SDC4;SHC1;SPRY2;SRC;TEK;TGFB1;TGFB3;THBS1;TIAM1;TNFRSF10B;ZEB2	geneontology_Biological_Process
472	GO:0071417	cellular response to organonitrogen compound	http://amigo.geneontology.org/amigo/term/GO:0071417	469	72	47.3391818629867	1.5209388326226	0.000168766655653685	0.00248152737053379	109;112;113;177;196;493;677;688;782;837;840;857;1277;1278;1281;1282;1290;1291;1788;1906;2043;2200;2241;2309;2549;2771;2805;3164;3269;3383;3480;3481;3488;3625;4035;4313;4929;5139;5156;5311;5743;5791;6464;6495;6714;6935;7040;7431;8013;8473;8837;9021;9181;9314;9353;9475;10392;10580;11031;23621;23677;50507;54206;54434;54741;55023;58528;65010;81565;84687;114548;196883	ADCY3;ADCY4;ADCY6;ADCY7;AGER;AHR;ARHGEF2;ATP2B4;BACE1;CACNB1;CASP4;CASP7;CAV1;CFLAR;COL1A1;COL1A2;COL3A1;COL4A1;COL5A2;COL6A1;DNMT3A;EDN1;EPHA4;ERRFI1;FBN1;FER;FOXO3;GAB1;GNAI2;GOT1;HRH1;ICAM1;IGF1R;IGF2;IGFBP5;INHBB;KLF4;KLF5;LEPROT;LRP1;MMP2;NDEL1;NLRP3;NOD1;NOX4;NR4A1;NR4A2;NR4A3;OGT;PDE3A;PDGFRA;PHIP;PKD2;PPP1R9B;PTGS2;PTPRE;RAB31;ROCK2;RRAGD;SH3BP4;SHC1;SIX1;SLC26A6;SLIT2;SOCS3;SORBS1;SRC;SSH1;TGFB1;VIM;ZEB1;ZFP36L1	geneontology_Biological_Process
473	GO:0010976	positive regulation of neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0010976	221	40	22.3069492360769	1.79316317873303	0.000173696231548393	0.0025473947326307	27;348;627;659;1742;1809;2042;2043;2242;3082;3984;5176;5361;5364;5764;5789;5997;6091;6387;6498;7074;8482;8507;8829;8837;9037;9353;9839;10677;23129;23373;23499;51330;54149;55558;57154;57498;81565;85358;153090	ABL2;APOE;AVIL;BDNF;BMPR2;C21orf91;CFLAR;CRTC1;CXCL12;DAB2IP;DLG4;DPYSL3;ENC1;EPHA3;EPHA4;FES;HGF;KIDINS220;LIMK1;MACF1;NDEL1;NRP1;PLXNA1;PLXNA3;PLXNB1;PLXND1;PTN;PTPRD;RGS2;ROBO1;SEMA5A;SEMA7A;SERPINF1;SHANK3;SKIL;SLIT2;SMURF1;TIAM1;TNFRSF12A;ZEB2	geneontology_Biological_Process
474	GO:0010517	regulation of phospholipase activity	http://amigo.geneontology.org/amigo/term/GO:0010517	65	17	6.56086742237555	2.59112079326923	0.000176568949853406	0.0025820715511375	27;301;627;1909;2261;2769;2776;3357;4035;4908;5156;5159;5322;5335;5997;6401;115727	ABL2;ANXA1;BDNF;EDNRA;FGFR3;GNA15;GNAQ;HTR2B;LRP1;NTF3;PDGFRA;PDGFRB;PLA2G5;PLCG1;RASGRP4;RGS2;SELE	geneontology_Biological_Process
475	GO:0006027	glycosaminoglycan catabolic process	http://amigo.geneontology.org/amigo/term/GO:0006027	37	12	3.73464760965993	3.21315456081081	0.000177251592682781	0.0025820715511375	633;1462;1634;3339;4060;4969;5549;6385;7040;8692;9672;375790	AGRN;BGN;DCN;HSPG2;HYAL2;LUM;OGN;PRELP;SDC3;SDC4;TGFB1;VCAN	geneontology_Biological_Process
476	GO:0045616	regulation of keratinocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0045616	27	10	2.72528339083292	3.6693431712963	0.000177885162505498	0.0025820715511375	677;861;865;1513;2296;4851;7538;8626;9475;54206	CBFB;CTSK;ERRFI1;FOXC1;NOTCH1;ROCK2;RUNX1;TP63;ZFP36;ZFP36L1	geneontology_Biological_Process
477	GO:0003417	growth plate cartilage development	http://amigo.geneontology.org/amigo/term/GO:0003417	27	10	2.72528339083292	3.6693431712963	0.000177885162505498	0.0025820715511375	302;1291;1292;1293;1294;1311;4148;5914;5916;7059	ANXA2;COL6A1;COL6A2;COL6A3;COL7A1;COMP;MATN3;RARA;RARG;THBS3	geneontology_Biological_Process
478	GO:0150063	visual system development	http://amigo.geneontology.org/amigo/term/GO:0150063	266	46	26.8490882207984	1.71327978148496	0.000178374010233684	0.00258254545251377	182;362;493;639;652;659;775;1028;1282;1289;1290;1295;1296;1745;1969;2200;2296;3624;4088;4237;4628;5156;5159;5176;5764;5797;5914;5916;6497;6498;6935;7040;7070;7291;7431;7472;8829;9314;9839;10765;10848;28514;57030;57381;91851;221935	AQP5;ATP2B4;BMP4;BMPR2;CACNA1C;CDKN1C;CHRDL1;COL4A1;COL5A1;COL5A2;COL8A1;COL8A2;DLL1;DLX1;EPHA2;FBN1;FOXC1;INHBA;JAG1;KDM5B;KLF4;MFAP2;MYH10;NRP1;PDGFRA;PDGFRB;PPP1R13L;PRDM1;PTN;PTPRM;RARA;RARG;RHOJ;SDK1;SERPINF1;SKI;SKIL;SLC17A7;SMAD3;TGFB1;THY1;TWIST1;VIM;WNT2;ZEB1;ZEB2	geneontology_Biological_Process
479	GO:0001945	lymph vessel development	http://amigo.geneontology.org/amigo/term/GO:0001945	18	8	1.81685559388862	4.40321180555556	0.000181868362726156	0.0026197374081241	659;1948;1969;2296;5310;5784;7026;10630	BMPR2;EFNB2;EPHA2;FOXC1;NR2F2;PDPN;PKD1;PTPN14	geneontology_Biological_Process
480	GO:1902003	regulation of amyloid-beta formation	http://amigo.geneontology.org/amigo/term/GO:1902003	18	8	1.81685559388862	4.40321180555556	0.000181868362726156	0.0026197374081241	348;1191;1942;2043;8301;9475;10418;23163	APOE;CLU;EFNA1;EPHA4;GGA3;PICALM;ROCK2;SPON1	geneontology_Biological_Process
481	GO:1901890	positive regulation of cell junction assembly	http://amigo.geneontology.org/amigo/term/GO:1901890	32	11	3.22996550024643	3.40560913085938	0.000183617351655396	0.00262489350434646	857;1969;4088;6281;6385;7010;7070;8829;9076;9448;9647	CAV1;CLDN1;EPHA2;MAP4K4;NRP1;PPM1F;S100A10;SDC4;SMAD3;TEK;THY1	geneontology_Biological_Process
482	GO:0048286	lung alveolus development	http://amigo.geneontology.org/amigo/term/GO:0048286	32	11	3.22996550024643	3.40560913085938	0.000183617351655396	0.00262489350434646	652;659;2627;3488;3976;5154;6310;7043;23152;54206;171023	ASXL1;ATXN1;BMP4;BMPR2;CIC;ERRFI1;GATA6;IGFBP5;LIF;PDGFA;TGFB3	geneontology_Biological_Process
483	GO:0007435	salivary gland morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0007435	32	11	3.22996550024643	3.40560913085938	0.000183617351655396	0.00262489350434646	3082;3911;5154;5361;7040;7043;7052;8829;10512;23129;59277	HGF;LAMA5;NRP1;NTN4;PDGFA;PLXNA1;PLXND1;SEMA3C;TGFB1;TGFB3;TGM2	geneontology_Biological_Process
484	GO:1903706	regulation of hemopoiesis	http://amigo.geneontology.org/amigo/term/GO:1903706	320	53	32.2996550024643	1.64088439941406	0.000186238780887971	0.0026556618100927	177;182;301;558;604;639;652;677;841;861;865;1437;2064;2113;2200;2242;2296;2309;2353;2736;3624;3635;3956;3976;4092;4323;4343;4609;4851;5914;5916;6929;6935;7040;7057;7066;7292;7538;8013;9580;9770;10272;10398;10401;10443;10892;22985;27086;28514;64332;80149;84695;114548	ACIN1;AGER;ANXA1;AXL;BCL6;BMP4;CASP8;CBFB;CSF2;DLL1;ERBB2;ETS1;FBN1;FES;FOS;FOXC1;FOXO3;FOXP1;FSTL3;GLI2;INHBA;INPP5D;JAG1;LGALS1;LIF;LOXL3;MALT1;MMP14;MOV10;MYC;MYL9;N4BP2L2;NFKBIZ;NLRP3;NOTCH1;NR4A3;PIAS3;PRDM1;RARA;RARG;RASSF2;RUNX1;SMAD7;SOX13;TCF3;TGFB1;THBS1;THPO;TNFSF4;ZC3H12A;ZEB1;ZFP36;ZFP36L1	geneontology_Biological_Process
485	GO:0072006	nephron development	http://amigo.geneontology.org/amigo/term/GO:0072006	116	25	11.7086249383933	2.13517813846983	0.000187534171095516	0.00266741442857215	38;59;182;284;652;2246;2296;3911;3976;4609;4811;4851;4854;5154;5156;5159;5310;5311;6495;7010;7040;8837;26508;28514;130497	ACAT1;ACTA2;ANGPT1;BMP4;CFLAR;DLL1;FGF1;FOXC1;HEYL;JAG1;LAMA5;LIF;MYC;NID1;NOTCH1;NOTCH3;OSR1;PDGFA;PDGFRA;PDGFRB;PKD1;PKD2;SIX1;TEK;TGFB1	geneontology_Biological_Process
486	GO:0072148	epithelial cell fate commitment	http://amigo.geneontology.org/amigo/term/GO:0072148	14	7	1.41310990635781	4.95361328125	0.000189613057748561	0.00268349879978651	3714;4851;5914;7026;8829;10630;28514	DLL1;JAG2;NOTCH1;NR2F2;NRP1;PDPN;RARA	geneontology_Biological_Process
487	GO:0021783	preganglionic parasympathetic fiber development	http://amigo.geneontology.org/amigo/term/GO:0021783	14	7	1.41310990635781	4.95361328125	0.000189613057748561	0.00268349879978651	3212;6405;6495;8828;8829;55558;89797	HOXB2;NAV2;NRP1;NRP2;PLXNA3;SEMA3F;SIX1	geneontology_Biological_Process
488	GO:0003002	regionalization	http://amigo.geneontology.org/amigo/term/GO:0003002	252	44	25.4359783144406	1.7298332093254	0.000196222568881188	0.00277011461954216	652;659;1745;1906;2114;2246;2296;2735;2736;3199;3200;3212;3213;3214;3955;4038;4088;4188;4223;4487;4851;5089;5916;6091;6405;6423;6495;6497;6615;7026;7472;7832;8626;8646;8828;8829;9839;10512;22823;23493;28514;51684;64321;130497	BMP4;BMPR2;BTG2;CHRD;DLL1;DLX1;EDN1;ETS2;FGF1;FOXC1;GLI1;GLI2;HEY2;HOXA2;HOXA3;HOXB2;HOXB3;HOXB4;LFNG;LRP4;MDFI;MEOX2;MSX1;MTF2;NOTCH1;NR2F2;NRP1;NRP2;OSR1;PBX2;RARG;ROBO1;SEMA3C;SEMA3F;SFRP2;SIX1;SKI;SMAD3;SNAI1;SOX17;SUFU;TP63;WNT2;ZEB2	geneontology_Biological_Process
489	GO:0051384	response to glucocorticoid	http://amigo.geneontology.org/amigo/term/GO:0051384	130	27	13.1217348447511	2.05765474759615	0.000202107619196923	0.00284609759272085	301;595;677;790;1036;1843;1906;2309;2353;2354;2805;3383;3490;3569;4192;5066;5176;5743;6678;7040;7538;8061;8837;9076;9353;11214;54206	AKAP13;ANXA1;CAD;CCND1;CDO1;CFLAR;CLDN1;DUSP1;EDN1;ERRFI1;FOS;FOSB;FOSL1;FOXO3;GOT1;ICAM1;IGFBP7;IL6;MDK;PAM;PTGS2;SERPINF1;SLIT2;SPARC;TGFB1;ZFP36;ZFP36L1	geneontology_Biological_Process
490	GO:0050808	synapse organization	http://amigo.geneontology.org/amigo/term/GO:0050808	298	50	30.0790537210449	1.66228633598993	0.000204034043361778	0.00286609607809188	87;348;627;782;1282;1742;1942;1948;2043;2064;2149;3371;3480;3556;4038;4628;5021;5764;5789;6405;6495;6678;7058;7074;7162;7846;8292;8499;8828;8829;9806;10013;10397;11346;22883;22891;23024;23114;23129;23767;26052;27286;54413;54434;57555;85358;85461;153090;221935;375790	ACTN1;AGRN;APOE;BDNF;CACNB1;CLSTN1;COL4A1;COLQ;DAB2IP;DLG4;DNM3;EFNA1;EFNB2;EPHA4;ERBB2;F2R;FLRT3;HDAC6;IGF1R;IL1RAP;LRP4;MYH10;NDRG1;NFASC;NLGN2;NLGN3;NRP1;NRP2;OXTR;PDZRN3;PLXND1;PPFIA2;PTN;PTPRD;SDK1;SEMA3F;SHANK3;SIX1;SPARC;SPOCK2;SRPX2;SSH1;SYNPO;TANC1;THBS2;TIAM1;TNC;TPBG;TUBA1A;ZNF365	geneontology_Biological_Process
491	GO:0048675	axon extension	http://amigo.geneontology.org/amigo/term/GO:0048675	97	22	9.79083292262198	2.24699983891753	0.000207837040645087	0.00291229080963326	348;659;1808;3688;3984;6387;6405;7414;8482;8828;8829;9037;9353;10509;10512;23499;51330;54413;54910;55558;57715;81565	APOE;BMPR2;CXCL12;DPYSL2;ITGB1;LIMK1;MACF1;NDEL1;NLGN3;NRP1;NRP2;PLXNA3;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A;SLIT2;TNFRSF12A;VCL	geneontology_Biological_Process
492	GO:2000351	regulation of endothelial cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000351	43	13	4.34026614095614	2.99520803052326	0.000213172147470297	0.00297967290575149	284;958;2309;3383;5054;5335;5598;7010;7057;7128;7857;9037;80781	ANGPT1;CD40;COL18A1;FOXO3;ICAM1;MAPK7;PLCG1;SCG2;SEMA5A;SERPINE1;TEK;THBS1;TNFAIP3	geneontology_Biological_Process
493	GO:0001570	vasculogenesis	http://amigo.geneontology.org/amigo/term/GO:0001570	66	17	6.66180384425826	2.55186138731061	0.000215841255606586	0.00300955011819922	187;677;857;1969;2013;3696;3726;4851;5159;7040;7075;8463;23414;23493;25976;51564;64321	APLNR;CAV1;EMP2;EPHA2;HDAC7;HEY2;ITGB8;JUNB;NOTCH1;PDGFRB;SOX17;TEAD2;TGFB1;TIE1;TIPARP;ZFP36L1;ZFPM2	geneontology_Biological_Process
494	GO:0072073	kidney epithelium development	http://amigo.geneontology.org/amigo/term/GO:0072073	124	26	12.5161163134549	2.07732169858871	0.000224476803563634	0.00312226826774872	38;182;652;1948;2043;2246;2296;3911;3976;4088;4092;4609;4851;5310;5311;5914;6385;6495;7040;9244;9353;25959;26508;28514;130497;168667	ACAT1;BMP4;BMPER;CRLF1;DLL1;EFNB2;EPHA4;FGF1;FOXC1;HEYL;JAG1;KANK2;LAMA5;LIF;MYC;NOTCH1;OSR1;PKD1;PKD2;RARA;SDC4;SIX1;SLIT2;SMAD3;SMAD7;TGFB1	geneontology_Biological_Process
495	GO:0050926	regulation of positive chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050926	23	9	2.32153770330212	3.87674082880435	0.000231498193107749	0.00320418403712216	177;1901;2150;2152;3673;4088;4908;6387;7857	AGER;CXCL12;F2RL1;F3;ITGA2;NTF3;S1PR1;SCG2;SMAD3	geneontology_Biological_Process
496	GO:0051482	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0051482	23	9	2.32153770330212	3.87674082880435	0.000231498193107749	0.00320418403712216	1901;1906;2149;2150;2151;2769;2846;7052;10161	EDN1;F2R;F2RL1;F2RL2;GNA15;LPAR4;LPAR6;S1PR1;TGM2	geneontology_Biological_Process
